Plpp1 Fibr/Portal vein [-0.6965372562408447, -0.7791694402694702, -0.958956778049469, -0.935792088508606, -1.0532504320144653, -0.728295624256134, -0.7696228623390198, -0.902653694152832, -0.8745809197425842, -0.7455039024353027] [0.00016539070278370703, 4.529160267412143e-05, 1.3895786606384407e-05, 8.887505938383937e-07, 3.6315920893421084e-08, 0.001506799227992279, 0.00019628660541422304, 9.418113388879249e-07, 4.7577803149954e-06, 0.00019470018527346412] <->markers: Fibr >= Portal vein
Fn1 Fibr/Chol [-1.2338125705718994, -1.183417797088623, -1.1585294008255005, -1.2541149854660034, -1.1398323774337769, -1.1689397096633911, -1.2046308517456055, -1.2246776819229126, -1.1099185943603516, -1.373474359512329] [2.219124758081809e-27, 3.40805889298828e-23, 1.6170106342290507e-21, 2.1554929106996733e-24, 1.3147981921066297e-23, 1.891432274746264e-22, 1.7673452682321963e-24, 4.4666635655777365e-25, 3.3551515985177846e-21, 4.424302204365347e-29] <->markers: Fibr >= Chol
Slc40a1 Hepa/LSEC [-0.49827396869659424, -0.5175818204879761, -0.7998636364936829, -0.6792688965797424, -0.6135570406913757, -0.8078868985176086, -0.7568241953849792, -1.093004822731018, -0.8157313466072083] [0.006106151318371459, 0.00023906231453247107, 0.00046772288135614774, 0.00011156748307162408, 0.0003275303808714136, 2.6162089265054358e-05, 0.0001028466634094611, 1.5348218777074134e-07, 3.3240254839985117e-06] <->markers: Hepa >= LSEC
Sirpa Portal LAM/LSEC [2.5300405025482178, 2.4269492626190186, 2.3867034912109375, 2.519165277481079, 2.4007067680358887, 2.4306538105010986, 2.4342527389526367, 2.549899101257324, 2.3017704486846924, 2.5472540855407715] [1.5650515997457924e-78, 2.0332368525187052e-76, 1.7262937195801842e-75, 1.4477533613384176e-78, 4.482305251149727e-76, 1.4350985222334728e-75, 2.958295566400581e-76, 4.920399636829947e-79, 1.5200752298602992e-73, 1.0371469201412171e-77] <->markers: Portal LAM <= LSEC
Lpl Portal LAM/Stel [1.739285945892334, 1.8514443635940552, 1.733883261680603, 1.5076292753219604, 1.7420203685760498, 1.7035044431686401, 2.0080149173736572, 1.9188834428787231, 1.7359668016433716, 1.3690766096115112] [0.0002499088598751244, 0.00016247120095955143, 0.0003289425748201149, 0.0011315635104938793, 0.0002968859053265992, 0.0007708515362372025, 2.367945115331329e-05, 0.00013960180315426837, 5.894175402470922e-05, 0.005339586002060968] <->markers: Portal LAM <= Stel
Cd9 Portal LAM/Portal vein [-1.9044673442840576, -1.8821746110916138, -1.9402942657470703, -1.8929965496063232, -1.93669593334198, -1.9319428205490112, -1.9190237522125244, -1.9452916383743286, -1.9733433723449707, -1.88372802734375] [4.696258733237696e-28, 2.8309343947222925e-28, 1.1412464083844405e-28, 1.2594910911218306e-28, 7.47486675156889e-30, 8.415225545776262e-25, 3.1774866484925847e-25, 2.8843944575259095e-31, 8.80120345855505e-31, 3.2004357531327603e-31] <->markers: Portal LAM >= Portal vein
Cd9 Portal LAM/Chol [-1.4313347339630127, -1.3571405410766602, -1.4303618669509888, -1.3709274530410767, -1.4140801429748535, -1.4672396183013916, -1.3531315326690674, -1.4010887145996094, -1.387561321258545, -1.4536468982696533] [2.0505656405817386e-18, 2.597211673809254e-15, 1.0256740019868344e-14, 1.6654563788233994e-14, 9.821563198033835e-17, 4.825518831525095e-19, 3.3137013879547726e-17, 1.4674580233997317e-16, 2.993596733456147e-15, 5.946036700765058e-17] <->markers: Portal LAM >= Chol
Spp1 Portal LAM/Chol [-5.262521743774414, -5.244663238525391, -5.3484110832214355, -5.290518283843994, -5.336615562438965, -5.290600776672363, -5.243390083312988, -5.254868984222412, -5.324062347412109, -5.3204264640808105] [1.797679556260813e-104, 4.627509302904313e-104, 1.9901442787148686e-104, 3.6999939664493227e-103, 7.891349207611085e-105, 1.2618191969922182e-104, 8.139896315881127e-105, 4.0178629890804315e-104, 8.10391694349909e-105, 1.4282697237833476e-104] <->markers: Portal LAM >= Chol
Sirpa LSEC/Kupf [-1.5083612203598022, -1.3710418939590454, -1.2204880714416504, -1.400848150253296, -1.2345969676971436, -1.3062458038330078, -1.297616958618164, -1.5038533210754395, -1.2306042909622192, -1.5577516555786133] [1.0880311186093467e-38, 8.568691407229069e-36, 2.9329207673518554e-30, 1.7070344837507256e-37, 2.6665732931235364e-27, 2.4535870316873588e-36, 6.043086459776794e-31, 3.72411994032597e-39, 7.531847126948488e-33, 2.3110432811230695e-42] <->markers: LSEC >= Kupf
Pecam1 B cell/Kupf [1.8109729290008545, 1.7725234031677246, 1.84275484085083, 1.637407660484314, 1.7220906019210815, 1.7108324766159058, 1.8848148584365845, 2.0200769901275635, 1.6809749603271484, 1.7644871473312378] [1.1282363989905186e-36, 1.0532260749088467e-36, 4.95402271097078e-35, 4.240329630591418e-30, 7.87338856660717e-36, 3.2509187067411953e-32, 1.2527755596123793e-41, 1.793093258077508e-39, 7.110285394714863e-31, 1.463372408146934e-35] <->markers: B cell <= Kupf
Plpp1 Stel/Central vein [-3.76047420501709, -3.1374759674072266, -3.1241395473480225, -3.5623972415924072, -3.305678606033325, -3.2170560359954834, -3.152127504348755, -3.109262704849243, -3.093421220779419, -3.3091750144958496] [7.25378762730565e-13, 1.1331222971044797e-12, 1.3841251606289394e-12, 4.453931011345088e-11, 3.3856793388321705e-12, 7.409256699790293e-12, 7.850264730584587e-11, 2.398403196796832e-12, 3.3314958089318515e-12, 1.8911710521672568e-14] <->markers: Stel >= Central vein
Plpp1 Stel/Portal vein [-3.0624399185180664, -2.4836742877960205, -2.6226298809051514, -2.913910388946533, -2.777024030685425, -2.453841209411621, -2.4442572593688965, -2.694890260696411, -2.7919936180114746, -2.478276014328003] [7.458485025172401e-27, 6.644013600367523e-23, 1.2864811889368358e-21, 1.208190903804479e-25, 2.980955761575819e-26, 1.5477030706476576e-19, 2.1078009590691237e-18, 2.871099079737305e-27, 2.702305807231952e-25, 4.291904104143517e-20] <->markers: Stel >= Portal vein
Plpp1 Kupf/Central vein [-3.7005109786987305, -4.012527942657471, -3.928283929824829, -4.054934978485107, -3.598764657974243, -3.863577127456665, -3.6394379138946533, -4.0113067626953125, -3.523212194442749, -3.5714006423950195] [1.232720650130881e-13, 1.6852571164113403e-16, 1.9304076148099776e-16, 4.2814588140686477e-13, 2.8006903802103547e-13, 8.915829093068516e-15, 6.616699255962777e-14, 1.0490817046441415e-15, 1.168166899989915e-15, 1.313599843966521e-16] <->markers: Kupf >= Central vein
Plpp1 Kupf/Portal vein [-3.002476692199707, -3.3587262630462646, -3.426774501800537, -3.4064481258392334, -3.0701098442077637, -3.1003623008728027, -2.931567668914795, -3.5969343185424805, -3.2217845916748047, -2.7405014038085938] [8.023647692186939e-28, 1.9440296070959408e-29, 1.1600043058711284e-27, 3.401391445936339e-29, 2.169761136481856e-28, 1.0776744188688487e-24, 8.14386874410196e-23, 1.2771670544719675e-33, 7.102986394184594e-30, 6.590082829790673e-23] <->markers: Kupf >= Portal vein
Cd9 Central vein/Portal vein [-2.1880123615264893, -2.192276954650879, -2.3087549209594727, -2.540081262588501, -2.305088996887207, -2.0931639671325684, -2.2013840675354004, -2.380167007446289, -2.107783079147339, -2.035388231277466] [3.3514393333131325e-31, 2.2737716539141527e-31, 5.350412485676479e-33, 8.680538737442457e-37, 3.312683121763523e-34, 8.235547015174885e-26, 2.245232013857344e-28, 2.6357648183453306e-37, 9.981383869016376e-32, 4.245868723764618e-32] <->markers: Central vein >= Portal vein
Flt4 Central vein/Portal vein [-0.4896310865879059, -0.7479476928710938, -0.5610624551773071, -0.42843249440193176, -0.42657265067100525, -0.4079548716545105, -0.37052637338638306, -0.6768137216567993, -0.5400809645652771, -0.4607687294483185] [0.00010861096231290337, 8.100821739968477e-07, 7.80058032746333e-05, 4.209480915444649e-05, 2.4118528135722372e-05, 4.621801145095841e-05, 0.0001048004413564032, 7.792875725843384e-08, 3.780819999028529e-07, 0.0001329746636229362] <->markers: Central vein >= Portal vein
Cd9 Central vein/Chol [-1.7148798704147339, -1.6672428846359253, -1.7988225221633911, -2.018012046813965, -1.7824733257293701, -1.6284607648849487, -1.635491967201233, -1.8359639644622803, -1.522001028060913, -1.6053072214126587] [2.680998483741482e-21, 6.156120629809169e-18, 6.8357087340278806e-18, 2.7984340897230935e-21, 2.1752262886059495e-20, 4.330553827906549e-20, 4.000536381355601e-20, 1.5956331635240903e-21, 6.130866107340959e-16, 1.4335524465921785e-17] <->markers: Central vein >= Chol
